Mail ID	From Address ID	To Address ID	Date Sent	Type
871	39	64	10/6/2019	economy
872	29	7	12/3/2019	economy
873	8	75	11/3/2019	normal
874	20	3	11/6/2019	economy
875	94	4	10/1/2019	priority
876	76	10	10/1/2019	economy
877	61	24	11/3/2019	priority
878	55	10	10/1/2019	priority
879	86	96	10/2/2019	normal
880	81	67	10/5/2019	normal
881	79	11	11/6/2019	priority
882	88	55	10/2/2019	priority
883	9	3	10/3/2019	economy
884	83	19	11/4/2019	normal
885	21	42	10/7/2019	economy
886	73	18	10/5/2019	priority
887	8	28	10/6/2019	economy
888	40	75	11/4/2019	priority
889	57	1	11/6/2019	normal
890	86	96	10/3/2019	economy
891	99	16	11/7/2019	priority
892	37	84	11/4/2019	priority
893	5	23	11/1/2019	economy
894	81	96	11/5/2019	priority
895	56	49	11/1/2019	priority
896	15	63	10/1/2019	normal
897	86	55	11/2/2019	normal
898	55	96	10/7/2019	normal
899	35	74	11/3/2019	economy
900	12	66	11/4/2019	normal
901	70	98	11/1/2019	normal
902	59	17	11/6/2019	priority
903	32	27	11/6/2019	priority
904	63	17	11/4/2019	economy
905	81	56	11/6/2019	economy
906	4	69	10/3/2019	economy
907	5	22	10/1/2019	economy
908	89	19	10/5/2019	priority
909	42	73	10/3/2019	priority
910	77	97	11/3/2019	normal
911	88	72	11/7/2019	priority
912	59	90	12/1/2019	priority
913	3	72	11/3/2019	economy
914	47	45	10/5/2019	economy
915	9	16	11/1/2019	economy
916	23	35	11/5/2019	economy
917	43	50	11/5/2019	priority
918	51	56	11/7/2019	priority
919	3	50	11/1/2019	economy
920	86	87	11/1/2019	normal
921	68	44	11/6/2019	normal
922	41	21	11/7/2019	priority
923	67	73	12/4/2019	economy
924	8	73	10/1/2019	economy
925	4	91	11/7/2019	economy
926	71	6	11/2/2019	priority
927	18	75	11/5/2019	normal
928	98	3	12/2/2019	priority
929	71	35	11/4/2019	normal
930	44	83	11/3/2019	normal
931	0	24	11/2/2019	normal
932	59	62	10/1/2019	normal
933	31	91	11/6/2019	normal
934	5	68	10/4/2019	economy
935	90	87	10/3/2019	normal
936	13	97	11/1/2019	normal
937	44	42	11/2/2019	normal
938	68	54	10/3/2019	priority
939	99	81	10/3/2019	priority
940	24	40	10/7/2019	normal
941	81	57	11/2/2019	normal
942	62	70	10/4/2019	priority
943	5	91	10/6/2019	priority
944	4	1	11/6/2019	normal
945	84	83	11/6/2019	priority
946	41	7	10/3/2019	economy
947	33	85	10/2/2019	priority
948	11	12	10/5/2019	priority
949	0	12	10/7/2019	normal
950	87	94	11/6/2019	economy
951	80	57	10/3/2019	economy
952	94	41	11/2/2019	normal
953	95	53	10/7/2019	normal
954	91	23	11/5/2019	priority
955	79	13	11/6/2019	economy
956	73	12	10/2/2019	priority
957	46	33	11/2/2019	economy
958	91	63	10/2/2019	normal
959	88	39	11/7/2019	economy
960	21	95	11/6/2019	priority
961	84	85	10/2/2019	priority
962	54	62	10/7/2019	economy
963	59	32	11/2/2019	economy
964	91	11	10/3/2019	priority
965	67	19	11/7/2019	economy
966	88	3	11/4/2019	economy
967	23	58	10/7/2019	priority
968	55	9	10/2/2019	normal
969	14	92	10/6/2019	normal
970	38	75	10/7/2019	normal
971	37	59	11/7/2019	priority
972	76	32	10/2/2019	normal
973	11	91	11/2/2019	economy
974	64	93	11/7/2019	normal
975	23	67	11/3/2019	priority
976	20	35	11/2/2019	economy
977	37	38	11/3/2019	priority
978	97	55	11/6/2019	economy
979	39	51	11/6/2019	normal
980	44	9	10/6/2019	normal
981	37	54	12/2/2019	economy
982	95	32	11/6/2019	economy
983	92	14	10/4/2019	priority
984	88	29	11/2/2019	economy
985	41	83	10/4/2019	priority
986	13	8	10/1/2019	priority
987	49	47	11/2/2019	normal
988	57	14	11/6/2019	normal
989	70	84	11/2/2019	normal
990	41	2	11/2/2019	normal
991	30	62	10/3/2019	economy
992	23	16	11/5/2019	economy
993	66	53	11/6/2019	economy
994	53	39	11/1/2019	normal
995	64	6	10/3/2019	economy
996	87	43	10/5/2019	normal
997	10	80	10/2/2019	priority
998	71	13	11/3/2019	normal
999	26	14	11/1/2019	priority
